LayerName,Type,Group,EnclaveTime_mean,EnclaveTime_std,EnclaveTime_min,EnclaveTime_max,EnclaveTime_p95,EnclaveTime_p99,CPUTime_mean,CPUTime_std,CPUTime_min,CPUTime_max,InputBytes,OutputBytes,InputShape,OutputShape,Dependencies,NumIterations,CPU_Memory_Bytes,TEE_Memory_Bytes,TEE_Encryption_Overhead,TEE_Total_Memory_Bytes,Weight_Bytes,Bias_Bytes,Activation_Bytes,Num_Chunks,Chunk_Metadata_Bytes
inception_c2_b3_3x3_1,SGXConvBase,Inception-C2,40.1462,0.9193,39.3876,42.6445,41.8151,42.4786,1.2314,0.0129,1.2145,1.2531,98304,98304,"[1, 448, 8, 8]","[1, 384, 8, 8]",inception_c2_b3_relu1,10,6407680,6407680,50100,6457780,6193152,1536,212992,835,60
inception_c2_b3_relu2,SecretReLULayer,Inception-C2,0.173,0.0282,0.1423,0.2355,0.2224,0.2329,0.0091,0.0001,0.009,0.0094,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b3_3x3_1,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c2_b3_3x3_2,SGXConvBase,Inception-C2,35.9172,2.7629,34.6352,44.1717,40.2763,43.3926,1.2248,0.007,1.2168,1.2384,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b3_relu2,10,5506560,5506560,43020,5549580,5308416,1536,196608,717,60
inception_c2_b3_relu3,SecretReLULayer,Inception-C2,0.1638,0.0218,0.1425,0.2209,0.2005,0.2168,0.0103,0.0032,0.0092,0.0198,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b3_3x3_2,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c2_b4_pool,SecretMaxpool2dLayer,Inception-C2,0.2172,0.0291,0.1856,0.2813,0.2645,0.278,2.1322,0.0194,2.101,2.1623,327680,327680,"[1, 1280, 8, 8]","[1, 1280, 8, 8]",inception_c1_concat,10,655360,655360,5160,660520,0,0,655360,86,60
inception_c2_b4_1x1,SGXConvBase,Inception-C2,5.5137,0.3832,5.2194,6.6058,6.166,6.5178,0.5016,0.0121,0.4883,0.5256,49152,49152,"[1, 1280, 8, 8]","[1, 192, 8, 8]",inception_c2_b4_pool,10,1360640,1360640,10680,1371320,983040,768,376832,178,60
inception_c2_b4_relu,SecretReLULayer,Inception-C2,0.1303,0.0221,0.109,0.1844,0.1706,0.1817,0.0083,0.003,0.0072,0.0172,49152,49152,"[1, 192, 8, 8]","[1, 192, 8, 8]",inception_c2_b4_1x1,10,98304,98304,780,99084,0,0,98304,13,60
inception_c2_concat,SecretConcatenateLayer,Inception-C2,0.1622,0.0163,0.141,0.1999,0.1898,0.1979,0.01,0,0.01,0.01,524288,524288,[],"[1, 1280, 8, 8]",inception_c2_b1_relu;inception_c2_b2_relu2;inception_c2_b3_relu3;inception_c2_b4_relu,10,327680,327680,2580,330260,0,0,327680,43,60
avgpool,SecretAvgpool2dLayer,Classifier,0.6265,0.1005,0.5615,0.9186,0.7928,0.8935,0.0176,0.0004,0.0174,0.0187,8192,8192,"[1, 1280, 8, 8]","[1, 1280, 1, 1]",inception_c2_concat,10,332800,332800,120,332920,0,0,332800,2,60
flatten,SecretFlattenLayer,Classifier,0.115,0.0105,0.101,0.1291,0.1288,0.129,0.0037,0.0002,0.0036,0.0042,8192,8192,[],"[1, 1280]",avgpool,10,5120,5120,60,5180,0,0,5120,1,60
fc,SGXLinearBase,Classifier,1.4275,0.1918,1.2878,1.9727,1.7594,1.9301,0.1713,0.0037,0.1678,0.1795,4000,4000,"[1, 1280]","[1, 1000]",flatten,10,5133120,5133120,1260,5134380,5120000,4000,9120,21,60
output,SecretOutputLayer,Classifier,0.0013,0.0001,0.0011,0.0015,0.0015,0.0015,0.01,0,0.01,0.01,4000,4000,"[1, 1000]",[1],fc,10,4004,4004,60,4064,0,0,4004,1,60
All,,,1505.7882,,,,,,180.1491,,,,,,,,,,,,,,,,,,
